book	entry	book_title_serbian	scripture_refs	situation_syriac	scripture_syriac	situation_greek_retroversion	scripture_greek_retroversion	situation_serbian	scripture_serbian
7	32	Против помисли које долазе од демона таштине	Мт. 6, 16.	ܠܒ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܡܬܚܦܛܝܢ ܕܒܝܕ ܟܡܝܪܘܬܐ ܢܓܠܘܢ ܨܘܡܢ: ܐܝܟܢܐ ܡܢ(?) ܚܘܫ̈ܒܐ ܕܪܒܘܬ ܟܪܤܐ ܡܫܬܪܐ ܘܡܬܚܪܪ ܪܥܝܢܐ: ܕܢܬܐܣܪ ܘܢܬܬܚܕ ܒܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ. ܗܕܐ ܕܝܢ ܡܬܦܪ̈ܣܝܢ ܕܢܥܒܕܘܢ ܕܝ̈ܘܐ ܛܡ̈ܐܐ܆ ܐܝܟܢܐ ܕܠܐ ܢܫܟܚ ܪܥܝܢܐ ܕܢܩܘܡ ܘܢܬܠܐ ܚܝܪܗ ܠܘܬ ܐܠܗܐ: ܟܕ ܡܥܠܝ ܡܢ ܚܘܫ̈ܒܐ܀	ܐܡܬܝ ܕܨܝܡܝܢ ܐܢܬܘܢ. ܠܐ ܬܗܘܘܢ ܟܡܝܪ̈ܐ ܐܝܟ ܢܣ̈ܒܝ ܒܐܦ̈ܐ. ܡܚܒܠܝܢ ܓܝܪ ܦܪ̈ܨܘܦܝܗܘܢ܆ ܐܝܟ ܕܢܬܚܙܘܢ ܠܒ̈ܢܝܢܫܐ ܕܨܝܡܝܢ. ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܩܒܠܘ ܐܓܪܗܘܢ	32. προς λογισμους κενοδ. σπευδοντας δια σκυθρωπιας την νηστειαν ημων φανερωσαι ωστε τον νουν γαστριμαργιας λογισμων απολυθεντα και ελευθερωθεντα προσδεηθηναι και κατεχεσθαι λογισμωι κενοδοξιας· τουτο δε μηχανωνται οι ακαθαρτοι δαιμονες ινα μη δυνηται ο νους εσταναι και την οψιν προς θεον μετεωριζειν υπερ τους λογισμους υψωμενος	+ .	Против помисли таштине које настоје да открију наше пошћење благодарећи нашем испошћеном изгледу, као да је наш унутрашњи свет тобоже одрешен и ослобођен стомакоугађања, еда би наш ум био свезан и заробљен помишљу таштине. Штрокави демони се силно труде да учине ово како ум не би могао да стане чврсто и да упери свој поглед на Бога, превазилазећи све помисли:	А када постите, не будите намргођени као лицемери; јер помрачују своја лица, да се покажу људима како посте; заиста вам кажем, примили су плату своју.
7	33	Против помисли које долазе од демона таштине	Мт. 12, 36–37.	ܠܓ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܐܠܨܝܢ ܠܗ ܠܢܦܫܐ ܕܬܪܢܐ ܒܡ̈ܠܐ ܒ̈ܛܠܬܐ: ܘܒܨ̈ܒܘܬܐ ܥܒܘܪ̈ܝܬܐ ܡܬܚܦܛܝܢ ܕܢܐܣܪܘܢܝܗܝ ܠܪܥܝܢܐ: ܒܐܝܠܝܢ ܕܡ̈ܙܝܥܢ ܒܢ ܐܘ ܪܓܬܐ ܐܘ ܚܡܬܐ: ܐܘ ܕܨܝܪ̈ܝܢ ܒܗ ܒܪܥܝܢܐ ܚ̈ܙܘܢܐ ܡܫܟܪ̈ܐ: ܐܝܠܝܢ ܕܐܝܬܝܗܘܢ ܡ̈ܚܒܠܢܐ ܕܬܩܢܘܬܐ ܕܟܝܬܐ: ܗܝ ܕܡܨܒܬܐ ܘܡܟܠܠܐ ܠܗ ܠܨܠܘܬܢ܀	ܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ. ܕܟܠ ܡܠܐ ܒܛܠܐ ܕܢܐܡܪܘܢ ܒܢܝܢܫ̈ܐ܆ ܢܬܠܘܢ ܦܬܓܡܗ ܒܝܘܡܐ ܕܕܝܢܐ. ܡܢ ܡ̈ܠܝܟ ܬܙܕܕܩ. ܘܡܢ ܡ̈ܠܝܟ ܬܬܚܝܒ	33. προς λογισμους κενοδ. την ψυχην βιαζοντας μελεταν εν κενοις λογοις και προσκαιροις πραγμασι σπευδοντας προσδεησαι τον νουν κινουσιν εν ημιν η επιθυμιαν η θυμον η εν τωι νοι βδελυκτα οραματα υπογραφουσι της καθαρας καταστασεως της την προσευχην ημων κοσμουσης τε και στεφανουσης καταργητικα	+ .	Против помисли таштине које приморавају душу да се бави испразним речима, и које настоје да уплети наш ум у пролазне ствари, и тако у нама распламсају гнев и жељу, или изобразе бесрамна виђења у нашем унутрашњем свету, те укаљају наше стање чистоте које украшава и венцима крунише нашу молитву:	А ја вам кажем, да ће за сваку празну ријеч коју рекну људи дати одговор у дан Суда. Јер ћеш због својих ријечи бити оправдан и због својих ријечи бити осуђен.
7	34	Против помисли које долазе од демона таштине	Лк. 10, 20.	ܠܘܩܒܠ ܚܘ̈ܫܒܐ ܕܗܘܝܢ ܒܚܕܘܬܐ: ܡܛܠ ܕܪ̈ܘܚܐ ܛܢ̈ܦܬܐ ܥܪ̈ܩܢ ܡܢ ܢܦܫ̈ܬܢ܀	ܒܗܕܐ ܠܐ ܬܚܕܘܢ ܕܫܐ̈ܕܐ ܡܫܬܥܒܕܝܢ ܠܟܘܢ. ܐܠܐ ܚܕܘ ܕܫܡ̈ܗܝܟܘܢ ܐܬܟܬܒܘ ܒܫܡܝܐ	34. προς λογισμους εν χαραι γιγνομενους οτι τα ακαθαρτα πνευματα απο των ψυχων ημων φευγει	+ .	Против помисли које се радују што су нечисти духови побегли из душа наших:	Немојте се радовати томе што вам се духови покоравају, него се радујте што су ваша имена записана на небесима.
7	35	Против помисли које долазе од демона таштине	Јн. 8, 44.	ܠܗ ܠܘܩܒܠ ܕܝܘܐ ܕܐܡܪ ܠܝ ܒܠܒܝ: ܕܗܐ ܠܡ ܡܦܣ ܐܢܬ ܒܡܘܗܒܬܐ ܕܐܣܝܘܬܐ ܕܩܒܠܬ܀	ܐܡܬܝ ܕܡܡܠܠ ܟܕܒܘܬܐ܆ ܡܢ ܕܝܠܗ ܗܘ ܡܡܠܠ. ܡܛܠ ܕܕܓܠܐ ܗܘ ܐܦ ܐܒܘܗܝ	35. προς δαιμονα εν τηι καρδιαι μου λεγοντα οτι ιδου ει δεδοκιμασ­μενος εν ωι εδεξω ιασεως χαρισματι	+ .	Против демона који ми говори у срцу: „Гле, примио си благодатни дар и вештину исцељивања“:	Када говори лаж, од свога говори, пошто је лажа и отац лажи.
7	36	Против помисли које долазе од демона таштине	Дап. 8, 20.	ܠܘ ܠܘܩܒܠ ܫܐܕܐ ܕܡܠܟ ܠܢ ܕܢܩܢܐ ܟܗܢܘܬܐ ܒܝܕ ܟܣܦܐ܀	ܟܣܦܟ ܥܡܟ ܢܐܙܠ ܠܐܒܕܢܐ. ܡܛܠ ܕܣܒܪܬ ܕܡܘܗܒܬܗ ܕܐܠܗܐ ܒܩܢܝܢ ܥܠܡܐ ܡܬܩܢܝܐ	36. προς δαιμονα ημιν συμβουλευοντα δι’ αργυριου την ιερωσυνην κτασ­θαι	+ .	Против демона који нам саветује да новцем дођемо до свештеничког чина:	Твој новац нека иде с тобом заједно у пропаст, зато што си смислио да новцем стекнеш дар Божији!
7	37	Против помисли које долазе од демона таштине	1. Кор. 3, 19.	ܠܙ ܠܘܩܒܠ ܢܦܫܐ ܕܡܢ ܫܘܒܚܐ ܣܪܝܩܐ ܡܫܬܚܩܐ: ܘܪܓܐ ܕܬܐܠܦ ܚܟܡܬܐ ܕܝ̈ܘܢܝܐ܀	ܚܟܡܬܗ ܕܥܠܡܐ ܗܢܐ܆ ܫܛܝܘܬܐ ܗܝ ܠܘܬ ܐܠܗܐ ܡܢ ܕܩܘܪ̈ܢܬܝܐ ܕܬܪ̈ܬܝܢ܆	37. προς ψυχην υπο κενοδοξιας θλιβομενην και σοφιαν των ελληνων μαθειν επιθυμουσαν	+ .	Против душе која је онеспокојена таштином и жели да се подучава у јелинској мудрости:	Јер је мудрост овога света лудост пред Богом.
7	38	Против помисли које долазе од демона таштине	2. Кор. 10, 17–18.	ܠܚ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܨܒܐ ܕܢܫܬܒܗܪ ܒܥܡܠܐ ܕܕܘܒܪ̈ܐ ܬܩ̈ܢܐ.܀	ܡܢ ܕܡܫܬܒܗܪ ܒܡܪܝܐ ܢܫܬܒܗܪ. ܠܐ ܗܘܐ ܓܝܪ ܡܢ ܕܢܦܫܗ ܡܫܒܚ: ܗܘ ܗܘ ܒܩܐ. ܐܠܐ ܡܢ ܕܡܪܝܐ ܢܫܒܚܝܘܗܝ	38. κορινθ. β. 38. προς λογ. κενοδ. εν πονωι κατορθωματων καυχασθαι βου­λομενον	+ .	Против помисли таштине која хоће да се похвали својим трудом у достизању пуноће врлина:	Ко се хвали нека се хвали у Господу. Јер није ваљан онај који се сам хвали, него којега Господ хвали.
7	39	Против помисли које долазе од демона таштине	Гал. 1, 10.	ܠܛ ܡܢ ܕܓ̈ܠܛܝܐ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ ܕܡܓܪܓ ܠܢ ܕܢܦܝܣ ܐܢܘܢ ܠܒ̈ܢܝ ܓܢܣܢ: ܕܐܢ ܚܐܝܢܢ ܟܐܢܐܝܬ ܒܥܘܡܪܐ ܕܝܚܝܕܝܘܬܐ: ܡܫܬܘܝܢܢ ܠܚܠܝܡܘܬ ܢܦܫܐ ܘܠܝܕܥܬܐ ܕܫܪܪܐ܀	ܗܫܐ ܓܝܪ ܠܒܢ̈ܝܢܫܐ ܗܘ ܡܦܝܣ ܐܢܐ ܐܘ ܠܐܠܗܐ. ܐܠܘ ܓܝܪ ܥܕܡܐ ܠܗܫܐ ܠܒ̈ܢܝܢܫܐ ܫܦܪ ܗܘܝܬ܆ ܥܒܕܐ ܠܡܫܝܚܐ ܠܐ ܗܘܐ ܗܘܝܬ	39. προς λογ. κενοδ. προτρεποντα ημας τους συγγενεις ημων πειθειν οτι εαν δικαιως εν τηι μοναστικηι αναστροφηι ζωμεν της τε ψυχης υγιειας και της αληθειας επιγνωσεως καταξιωθησομεθα	+ .	Против помисли таштине која нас подстиче да убеђујемо своје ближње да ћемо се, ако праведно живимо у монашком животу, удостојити здравља душе и познања истине:	Зар ја сад настојим да људе придобијем или Бога? Или тражим људима да угађам? Јер кад бих још људима угађао, не бих био слуга Христов.
7	40	Против помисли које долазе од демона таштине	Јевр. 5, 4.	ܡ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ ܕܡܠܟ ܠܝ ܕܐܣܥܘܪ ܡܕܡ: ܐܝܟ ܡܢ ܕܐܬܝܩܪ ܒܟܗܢܘܬܐ܀	ܠܐ ܓܝܪ ܐܢܫ ܠܢܦܫܗ ܓܒܐ ܐܝܩܪܐ܆ ܐܠܐ ܡܢ ܕܡܢ ܐܠܗܐ ܡܬܩܪܐ	40. προς λογ. κενοδ. συμβουλευοντα μοι τι κατεργαζεσθαι ωστε τηι ιερωσυνηι τιμηθηναι	+ .	Против помисли таштине која ми саветује да учиним нешто да бих се удостојио свештенства:	И нико сам себи не узима ове части, него га Бог позива.
7	41	Против помисли које долазе од демона таштине	Јак. 3, 1–2.	ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܡܓܪܓ ܠܢ ܕܢܐܠܦ: ܟܕ ܐܢܚܢܢ ܚܠܝܡܘܬ ܢܦܫܐ ܠܐ ܩܢܝܢܢ: ܐܘ ܝܕܥܬܐ ܕܫܪܪܐ܀	ܠܐ ܣܓ̈ܝܐܐ ܡ̈ܠܦܢܐ ܢܗܘܘܢ ܒܟܘܢ ܐ̈ܚܝ.. ܡܛܠ ܕܝܕܥܝܢ ܐܢܬܘܢ ܕܕܝܢܐ ܝܬܝܪܐ ܡܩܒܠܝܢܢ ܣܓܝܐ̈ܬܐ ܓܝܪ ܡܬܥܒܪܝܢܢ. ܟܠ ܕܒܡܠܬܐ ܠܐ ܫܪܥ܆ ܗܢܐ ܐܝܬܘܗܝ ܓܒܪܐ ܓܡܝܪܐ. ܕܡܫܟܚ ܡܫܥܒܕ ܐܦ ܠܟܠܗ ܦܓܪܗ:	41. προς λογ. κενοδ. προτρεποντα ημας διδαξαι υγιειαν ψυχης η επιγ­νωσιν αληθειας ου κεκτημενους	+ .	Против помисли таштине која нам саветује да подучавамо друге, иако нисмо стекли здравље душе, нити познање истине:	Не будите, браћо моја, многи од вас учитељи, јер знамо да ћемо у толико већма бити осуђени. Јер сви ми много грешимо. Ако ко у речи не греши, то је савршен човек, кадар зауздати и све тело. И кад коњима стављамо жвале у уста, да нам се покоравају, ми управљамо читавим њиховим телом.
7	42	Против помисли које долазе од демона таштине	Јак. 4, 3.	ܡܒ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ ܕܒܥܝܢ ܡܘܗ̈ܒܬܐ ܕܐܣܝܘܬܐ: ܐܘ ܕܝܕܥܬܐ ܕܐܠܗܐ܀	ܫܐܠܝܢ ܐܢܬܘܢ ܘܠܐ ܢܣܒܝܢ ܐܢܬܘܢ. ܡܛܠ ܕܒܝܫܐܝܬ ܫܐܠܝܢ ܐܢܬܘܢ. ܐܝܟ ܕܬܬܪܣܘܢ ܪ̈ܓܝܓܬܟܘܢ	42. προς λογισμους κενοδ. χαρισματα ιασεως η γνωσεως θεου επιζητουντας	+ .	Против помисли таштине које траже задобијење благодатног дара исцељења или познања Бога:	Иштете, и не примате, јер погрешно иштете, да на уживања ваша трошите.
7	43	Против помисли које долазе од демона таштине	1. Јн. 2, 15.	ܡܓ: ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܫܘܒܚܐ ܤܪܝܩܐ ܕܒܥܝܢ ܠܗ ܠܥܠܡܐ: ܘܫܘܒܚܗ ܨܐܝܪܝܢ ܩܕܡ ܥ̈ܝܢܝܗܘܢ܀	ܠܐ ܬܚܒܘܢ ܠܥܠܡܐ܆ ܘܠܐ ܠܡܕܡ ܕܐܝܬ ܒܗ. ܐܢ ܐܢܫ ܓܝܪ ܡܚܒ ܠܥܠܡܐ܆ ܠܝܬ ܒܗ ܚܘܒܗ ܕܐܠܗܐ܀	43. προς λογισμους κενοδ. τον τε κοσμον ζητουντας και την δοξαν αυτου προ οφθαλμων υπογραφοντας	+ . ευλογητος ο κυριος ημων Ι. Χ. ος εδωκεν ημιν την νικην κατα των του δαιμονος της κενοδοξιας λογισμων.	Против помисли таштине која жуди за овим светом и пред нашим очима изображава његову славу:	Не љубите свет, нити што је у свету. Ако неко љуби свет, љубави Очеве нема у њему.
8	1	Против проклетих помисли гордости	Пост. 3, 14.	ܐ: ܠܘܟܒܠ ܚܘܫܒܐ ܕܫܒܗܪܢܘܬܐ ܕܐܡܪ ܠܝ: ܕܐܢܐ ܐܢܐ ܩܕܝܫܗ ܕܡܪܝܐ܀	ܠܝܛ ܐܢܬ ܡܢ ܟܠܗ ܒܥܝܪܐ. ܘܡܢ ܟܠܗ ܚܝܘܬܐ ܕܕܒܪܐ. ܘܥܠ ܟܪܣܟ ܬܗܠܟ. ܘܥܦܪܐ ܬܐܟܘܠ ܟܠ ܝܘܡ̈ܝ ܚ̈ܝܝܟ	1. προς λογισμον υπερηφ. λεγοντα μοι οτι εγω ο αγιος του κυριου	+ .	Против помисли гордости која ми каже: „Ја сам светац Господњи“:	Кад си то учинила, да си проклета мимо сваке животиње и мимо свих звери пољских; на трбуху да се вучеш и прах да једеш у све дане живота свога!
8	2	Против проклетих помисли гордости	Пост. 18, 27.	ܒ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܒܗܪܢܘܬܐ: ܕܡܫܒܚ ܠܝ ܘܡܪܝܡ ܠܝ ܠܪܘܡܐ ܐܝܟ ܕܠܕܟܝܐ: ܕܠܐ ܬܘܒ ܡܩܒܠ ܚܘܫ̈ܒܐ ܛܡ̈ܐܐ܀	ܗܐ ܫܪܝܬ ܠܡܡܠܠܘ ܩܕܡ ܡܪܝܐ. ܘܐܢܐ ܥܦܪܐ ܐܢܐ ܘܩܛܡܐ	2. προς λογ. υπερηφ. δοξαζοντα με και εις υψος επαιροντα ως καθαρον ουκετι λογισμους μιαρους δεχομενον	+ .	Против помисли гордости која ме прославља и уздиже под изговором да сам постао очишћен и више не примам нечисте помисли:	Сад почех да говорим своме Господу, иако сам прах и пепео.
8	3	Против проклетих помисли гордости	Пост. 48, 15–16.	ܓ ܠܘܩܒܠ ܚܘܫܒܐ ܡܓܕܦܢܐ ܕܟܦܪ ܒܐܠܗܐ ܕܡܬܪܣܐ ܠܝ: ܘܛܠܡ ܠܡܠܐܟܐ ܕܡܥܕܪ ܠܝ.܀.	ܐܠܗܐ ܕܬܪܣܝܢܝ ܡܢ ܛܠܝܘܬܝ ܘܥܕܡܐ ܠܝܘܡܢܐ܆ ܡܠܐܟܐ ܕܦܪܩܢܝ ܡܢ ܟܠ ܒ̈ܝܫܢ	3. προς λογισμον βλασφημον αρνουμενον θεον με τρεφοντα και αδικουντα (συκοφαντουντα) τον αγγελον τον μοι βοηθουντα	+ .	Против богохулне помисли која пориче да ме Бог храни и која одбацује анђела што ми помаже:	Боже, који ме храни од младости моје до данас; анђео, који ме избавља од свих зала.
8	4	Против проклетих помисли гордости	Изл. 5, 9.	ܕ ܠܘܩܒܠ ܢܦܫܐ ܕܨܒܝܐ ܕܬܐܠܦ ܕܡܢܐ ܐܡܪܝܢ ܕܝ̈ܘܐ ܫܒܗܪ̈ܢܐ: ܐܡܬܝ ܕܚܙܝܢ ܠܢ ܕܒܨܝܢ ܚܢܢ ܫܪ̈ܒܐ ܪ̈ܘܚܢܐ܀	ܬܥܫܢ ܥܒܝܕܬܐ ܥܠ ܓܒܪ̈ܐ ܘܢܪܢܘܢ ܒܗ. ܘܠܐ ܢܪܢܘܢ ܒܡ̈ܠܐ ܣܪ̈ܝܩܬܐ	4. προς ψυχην θελουσαν μαθειν τι λεγουσιν οι υπερηφανοι δαιμονες οταν ιδωσιν ημας υποθεσεις πνευματικας ερευνωντας	+ .	Против душе која жели да научи шта говоре горди демони када нас виде да истражујемо духовне ствари:	Ваља навалити послове на те људе, па ће радити и неће слушати лажљивих речи.
8	5	Против проклетих помисли гордости	Изл. 15, 1–2.	ܗ ܠܘܩܒܠ ܚܘܫܒܐ ܫܒܗܪܢܐ ܕܟܦܪ ܒܦܘܪܩܢܗ ܕܐܠܗܐ: ܗܘ ܕܒܥܘܕܪܢܗ ܙܟܝܢ ܠܫܒܥܐ ܕܝ̈ܘܐ ܐܚܪ̈ܢܐ ܚܒܪ̈ܘܗܝ ܕܕܝܘܐ ܕܫܒܗܪܢܘܬܐ܀	ܫܒܚܘ ܠܡܪܝܐ ܓܐܝܐ: ܕܐܬܓܐܝ ܥܠ ܪ̈ܟܫܐ ܘܪ̈ܟܒܝܗܘܢ ܐܪܡܝ ܒܝܡܐ. ܬܩܝܦܐ ܘܡܫܒܚܐ. ܕܢܚ ܡܪܝܐ ܘܗܘܐ ܠܢ ܦܪܘܩܐ	5. προς λογισμον υπερηφανον αρνουμενον το σωτηριον του θεου ου δια της βοηθειας ενικησαμεν τους αλλους επτα δαιμονας θιασωτας του της υπερηφανιας	+ .	Против горде помисли која је одбацила спасење Божије, чијом помоћи побеђујемо седам других демона, сапутника демона гордости:	Певаћу Господу, јер се славно прослави! Коња с коњаником у море је сурвао. Моја је снага и моја песма Господ, јер је мојим постао избавитељем. Он је Бог мој, њега ја ћу славити, он је Бог оца мога, њега ћу величати.
8	6	Против проклетих помисли гордости	Изл. 15, 6–7.	ܘ ܠܘܬ ܡܪܝܐ ܡܛܠ ܚܘܫܒܐ ܕܫܒܗܪܢܘܬܐ ܕܡܫܒܚ ܠܝ. ܐܝܟ ܗܘ ܕܒܚܝܠܝ ܪܒܐ ܫܦܠܬ ܐܢܘܢ ܠܕܝ̈ܘܐ ܕܟܪܝܘܬܐ܀	ܝܡܝܢܟ ܡܪܝܐ ܗܕܝܪܐ ܒܚܝܠܐ ܝܡܝܢܟ ܡܪܝܐ ܬܒܪܬ ܠܒܥܠܕܒ̈ܒܝܟ. ܒܣܘܓܐܐ ܕܬܘܩܦܟ ܣܚܦܬ ܠܣܢܐܝܵܟ	6. εις κυριον περι λογισμ. υπερηφ. με δοξαζοντος ως δια της μεγαλης μου ισχυος τους λυπης δαιμονας κατεστρεψα	+ .	Господу, поводом помисли гордости која ме прославља под изговором да сам великом снагом својом оборио демоне туге:	Десница твоја, Господе, прослави се у сили; десница твоја, Господе, сатре непријатеља. И мноштвом величанства својега оборио си оне који усташе против Тебе.
8	7	Против проклетих помисли гордости	Изл. 23, 20–21.	ܙ ܠܘܩܒܠ ܚܘ̈ܫܒܐ ܕܫܒܗܪܢܘܬܐ ܕܐܠܨܝܢ ܠܗ ܠܢܦܫܐ ܕܬܒܣܐ ܒܡ̈ܠܐܟܐ ܩ̈ܕܝܫܐ: ܐܝܟ ܗܘ ܕܠܐ ܡܫܟܚܝܢ ܪ̈ܕܝܢ ܠܗ ܒܣ̈ܟܠܘܬܐ ܕܡܣܟܠܐ. ܐܝܟܢܐ ܕܡܢܗܘܢ ܬܫܬܒܩ ܥܠ ܕܐܬܪܥܝܬ ܗܠܝܢ܆ ܘܬܦܠ ܬܘܒ ܒܪ̈ܝܘܐ ܛܡ̈ܐܐ: ܗܢܘ ܕܝܢ ܚܘܫ̈ܒܐ ܕܫܒܗܪܢܘܬܐ܀.	ܗܐ ܡܫܕܪ ܐܢܐ ܡܠܐܟܝ ܩܕܡܝܟ܆ ܕܢܢܛܪܟ ܒܐܘܪܚܐ ܘܢܥܠܟ ܠܐܪܥܐ ܕܬܩܢܬ. ܐܙܕܗܪ ܡܢܗ ܘܫܡܥ ܒܩܠܗ. ܠܐ ܬܬܚܪܐ ܠܩܘܒܠܗ܆ ܕܠܡܐ ܠܐ ܢܫܒܘܩ ܠܚ̈ܘܒܝܟ. ܡܛܠ ܕܫܡܝ ܥܠܘܗܝ	7. προς λογισμους υπερηφανιας θλιβοντας την ψυχην ωστε των αγιων αγγελων καταφρονειν ως ου δυναμενων αυτην παιδευειν εν ταις πλημμελειαις αυτης, ινα ατε τουτο λογιζομενη υπ’ αυτων εγκαταλειπομενη παλιν εις ακαθαρτους δαιμονας, λογισ­μους δη υπερηφανιας, εμπεσηι	+ .	Против помисли гордости које приморавају душу да презире свете анђеле под изговором да је не могу поучити о грешкама које чини; и пошто размишља на речени начин, изнова се подвргава прљавим демонима, односно помисли гордости:	Ево, шаљем анђела својега пред тобом да те чува на путу и да те одведе на место које сам ти приправио. Чувај га се, и слушај га, немој га срдити, јер вам неће опростити греха, јер је моје име на њему.
